onset	duration	trial_type	outcome	initiation_time	completion_time
9.993445292000615	0.2	instruction_jackpot	success	0.4571196485233315	1.836133540999072
12.19839633400079	n/a	go_jackpot	success	0.4571196485233315	1.836133540999072
18.059188375000303	0.2	instruction_standard	too_slow	0.566433871471645	1.9024332919998408
21.266311291999955	n/a	go_standard	too_slow	0.566433871471645	1.9024332919998408
28.19543587500084	0.2	instruction_robber	too_slow	0.4736584305564122	1.886328000000504
32.404668541999854	n/a	go_robber	too_slow	0.4736584305564122	1.886328000000504
38.316209167000125	0.2	instruction_standard	success	0.4404192877838682	1.820139709001524
42.52424149999933	n/a	go_standard	success	0.4404192877838682	1.820139709001524
49.37115691700092	0.2	instruction_standard	success	0.4578234820120883	1.4019393750004383
52.57748987500054	n/a	go_standard	success	0.4578234820120883	1.4019393750004383
58.00429258400072	0.2	instruction_standard	too_slow	0.4130211491491877	3.23934916700091
61.21109941699979	n/a	go_standard	too_slow	0.4130211491491877	3.23934916700091
69.47655429199949	0.2	instruction_standard	too_slow	0.5965512213465445	2.1376162910000858
71.68151133399988	n/a	go_standard	too_slow	0.5965512213465445	2.1376162910000858
78.84563345900096	0.2	instruction_standard	too_slow	0.4873352929967893	2.0712329580001096
80.0477045839998	n/a	go_standard	too_slow	0.4873352929967893	2.0712329580001096
86.14256849999947	0.2	instruction_standard	too_slow	0.4163875324363744	3.940240750000157
89.3495297089994	n/a	go_standard	too_slow	0.4163875324363744	3.940240750000157
98.31627062500048	0.2	instruction_standard	too_slow	0.4806044444444239	1.8702556249991176
102.52509425000062	n/a	go_standard	too_slow	0.4806044444444239	1.8702556249991176
108.41999312500047	0.2	instruction_robber	too_slow	0.4664458239176667	2.153381915999489
110.62456970899984	n/a	go_robber	too_slow	0.4664458239176667	2.153381915999489
117.5882460419998	0.2	instruction_jackpot	too_slow	0.4500012834431572	1.970800874998531
118.7902405420009	n/a	go_jackpot	too_slow	0.4500012834431572	1.970800874998531
124.7856235420004	0.2	instruction_standard	success	0.4261146345407951	1.835776709000129
125.98831475000044	n/a	go_standard	success	0.4261146345407951	1.835776709000129
131.84865616699972	0.2	instruction_standard	success	0.4405155197719068	1.819455917000596
134.0537561250003	n/a	go_standard	success	0.4405155197719068	1.819455917000596
140.89969799999926	0.2	instruction_standard	too_slow	0.8593575753157552	3.2554786250002508
143.10492800000063	n/a	go_standard	too_slow	0.8593575753157552	3.2554786250002508
151.38693920900005	0.2	instruction_standard	too_slow	0.5406293449699433	2.0539589170002728
154.59404554200046	n/a	go_standard	too_slow	0.5406293449699433	2.0539589170002728
161.6737504169996	0.2	instruction_jackpot	success	0.426402879207103	1.8363140000001288
163.87872458399943	n/a	go_jackpot	success	0.426402879207103	1.8363140000001288
169.73936283399962	0.2	instruction_standard	too_slow	0.4732568800361036	2.036864458999844
171.94429687500087	n/a	go_standard	too_slow	0.4732568800361036	2.036864458999844
178.00655437500063	0.2	instruction_standard	too_slow	0.3095261734234213	2.4710822500001086
180.21033066699965	n/a	go_standard	too_slow	0.3095261734234213	2.4710822500001086
186.70600000000013	0.2	instruction_standard	success	0.4569736760901719	1.786878875000184
188.9101142500004	n/a	go_standard	success	0.4569736760901719	1.786878875000184
194.7218613749992	0.2	instruction_jackpot	too_slow	0.5076269391047958	2.0374979999996867
197.92831962499983	n/a	go_jackpot	too_slow	0.5076269391047958	2.0374979999996867
204.9915555839998	0.2	instruction_robber	too_slow	0.5044675492550255	2.65446129099837
207.19670408400088	n/a	go_robber	too_slow	0.5044675492550255	2.65446129099837
213.8765003339995	0.2	instruction_standard	success	0.6744962217221087	1.852956917000484
218.08459904200024	n/a	go_standard	success	0.6744962217221087	1.852956917000484
